model_a,model_b,model_a_instance_count,model_b_instance_count,common_instance_count,overlap_over_smaller_set,jaccard
Kimi-K2.6,MiniMax-M2.1,500,500,500,1.0,1.0
Kimi-K2.6,MiniMax-M2.5,500,500,500,1.0,1.0
Kimi-K2.6,MiniMax-M3,500,500,500,1.0,1.0
Kimi-K2.6,Minimax-2.7,500,500,500,1.0,1.0
Kimi-K2.6,Nemotron-3-Nano,500,500,500,1.0,1.0
Kimi-K2.6,Nemotron-3-Super,500,500,500,1.0,1.0
Kimi-K2.6,Qwen3-Coder-480B,500,500,500,1.0,1.0
Kimi-K2.6,Qwen3-Coder-Next,500,500,500,1.0,1.0
Kimi-K2.6,Qwen3.5-Flash,500,500,500,1.0,1.0
Kimi-K2.6,Qwen3.6-Plus,500,500,500,1.0,1.0
Kimi-K2.6,Trinity-Large-Thinking,500,500,500,1.0,1.0
Kimi-K2.6,claude-fable-5,500,500,500,1.0,1.0
Kimi-K2.6,claude-opus-4-5,500,500,500,1.0,1.0
Kimi-K2.6,claude-opus-4-6,500,500,500,1.0,1.0
Kimi-K2.6,claude-opus-4-7,500,500,500,1.0,1.0
Kimi-K2.6,claude-opus-4-8,500,500,500,1.0,1.0
Kimi-K2.6,claude-sonnet-4-5,500,500,500,1.0,1.0
Kimi-K2.6,claude-sonnet-4-6,500,500,500,1.0,1.0
MiniMax-M2.1,MiniMax-M2.5,500,500,500,1.0,1.0
MiniMax-M2.1,MiniMax-M3,500,500,500,1.0,1.0
MiniMax-M2.1,Minimax-2.7,500,500,500,1.0,1.0
MiniMax-M2.1,Nemotron-3-Nano,500,500,500,1.0,1.0
MiniMax-M2.1,Nemotron-3-Super,500,500,500,1.0,1.0
MiniMax-M2.1,Qwen3-Coder-480B,500,500,500,1.0,1.0
MiniMax-M2.1,Qwen3-Coder-Next,500,500,500,1.0,1.0
MiniMax-M2.1,Qwen3.5-Flash,500,500,500,1.0,1.0
MiniMax-M2.1,Qwen3.6-Plus,500,500,500,1.0,1.0
MiniMax-M2.1,Trinity-Large-Thinking,500,500,500,1.0,1.0
MiniMax-M2.1,claude-fable-5,500,500,500,1.0,1.0
MiniMax-M2.1,claude-opus-4-5,500,500,500,1.0,1.0
MiniMax-M2.1,claude-opus-4-6,500,500,500,1.0,1.0
MiniMax-M2.1,claude-opus-4-7,500,500,500,1.0,1.0
MiniMax-M2.1,claude-opus-4-8,500,500,500,1.0,1.0
MiniMax-M2.1,claude-sonnet-4-5,500,500,500,1.0,1.0
MiniMax-M2.1,claude-sonnet-4-6,500,500,500,1.0,1.0
MiniMax-M2.5,MiniMax-M3,500,500,500,1.0,1.0
MiniMax-M2.5,Minimax-2.7,500,500,500,1.0,1.0
MiniMax-M2.5,Nemotron-3-Nano,500,500,500,1.0,1.0
MiniMax-M2.5,Nemotron-3-Super,500,500,500,1.0,1.0
MiniMax-M2.5,Qwen3-Coder-480B,500,500,500,1.0,1.0
MiniMax-M2.5,Qwen3-Coder-Next,500,500,500,1.0,1.0
MiniMax-M2.5,Qwen3.5-Flash,500,500,500,1.0,1.0
MiniMax-M2.5,Qwen3.6-Plus,500,500,500,1.0,1.0
MiniMax-M2.5,Trinity-Large-Thinking,500,500,500,1.0,1.0
MiniMax-M2.5,claude-fable-5,500,500,500,1.0,1.0
MiniMax-M2.5,claude-opus-4-5,500,500,500,1.0,1.0
MiniMax-M2.5,claude-opus-4-6,500,500,500,1.0,1.0
MiniMax-M2.5,claude-opus-4-7,500,500,500,1.0,1.0
MiniMax-M2.5,claude-opus-4-8,500,500,500,1.0,1.0
MiniMax-M2.5,claude-sonnet-4-5,500,500,500,1.0,1.0
MiniMax-M2.5,claude-sonnet-4-6,500,500,500,1.0,1.0
MiniMax-M3,Minimax-2.7,500,500,500,1.0,1.0
MiniMax-M3,Nemotron-3-Nano,500,500,500,1.0,1.0
MiniMax-M3,Nemotron-3-Super,500,500,500,1.0,1.0
MiniMax-M3,Qwen3-Coder-480B,500,500,500,1.0,1.0
MiniMax-M3,Qwen3-Coder-Next,500,500,500,1.0,1.0
MiniMax-M3,Qwen3.5-Flash,500,500,500,1.0,1.0
MiniMax-M3,Qwen3.6-Plus,500,500,500,1.0,1.0
MiniMax-M3,Trinity-Large-Thinking,500,500,500,1.0,1.0
MiniMax-M3,claude-fable-5,500,500,500,1.0,1.0
MiniMax-M3,claude-opus-4-5,500,500,500,1.0,1.0
MiniMax-M3,claude-opus-4-6,500,500,500,1.0,1.0
MiniMax-M3,claude-opus-4-7,500,500,500,1.0,1.0
MiniMax-M3,claude-opus-4-8,500,500,500,1.0,1.0
MiniMax-M3,claude-sonnet-4-5,500,500,500,1.0,1.0
MiniMax-M3,claude-sonnet-4-6,500,500,500,1.0,1.0
Minimax-2.7,Nemotron-3-Nano,500,500,500,1.0,1.0
Minimax-2.7,Nemotron-3-Super,500,500,500,1.0,1.0
Minimax-2.7,Qwen3-Coder-480B,500,500,500,1.0,1.0
Minimax-2.7,Qwen3-Coder-Next,500,500,500,1.0,1.0
Minimax-2.7,Qwen3.5-Flash,500,500,500,1.0,1.0
Minimax-2.7,Qwen3.6-Plus,500,500,500,1.0,1.0
Minimax-2.7,Trinity-Large-Thinking,500,500,500,1.0,1.0
Minimax-2.7,claude-fable-5,500,500,500,1.0,1.0
Minimax-2.7,claude-opus-4-5,500,500,500,1.0,1.0
Minimax-2.7,claude-opus-4-6,500,500,500,1.0,1.0
Minimax-2.7,claude-opus-4-7,500,500,500,1.0,1.0
Minimax-2.7,claude-opus-4-8,500,500,500,1.0,1.0
Minimax-2.7,claude-sonnet-4-5,500,500,500,1.0,1.0
Minimax-2.7,claude-sonnet-4-6,500,500,500,1.0,1.0
Nemotron-3-Nano,Nemotron-3-Super,500,500,500,1.0,1.0
Nemotron-3-Nano,Qwen3-Coder-480B,500,500,500,1.0,1.0
Nemotron-3-Nano,Qwen3-Coder-Next,500,500,500,1.0,1.0
Nemotron-3-Nano,Qwen3.5-Flash,500,500,500,1.0,1.0
Nemotron-3-Nano,Qwen3.6-Plus,500,500,500,1.0,1.0
Nemotron-3-Nano,Trinity-Large-Thinking,500,500,500,1.0,1.0
Nemotron-3-Nano,claude-fable-5,500,500,500,1.0,1.0
Nemotron-3-Nano,claude-opus-4-5,500,500,500,1.0,1.0
Nemotron-3-Nano,claude-opus-4-6,500,500,500,1.0,1.0
Nemotron-3-Nano,claude-opus-4-7,500,500,500,1.0,1.0
Nemotron-3-Nano,claude-opus-4-8,500,500,500,1.0,1.0
Nemotron-3-Nano,claude-sonnet-4-5,500,500,500,1.0,1.0
Nemotron-3-Nano,claude-sonnet-4-6,500,500,500,1.0,1.0
Nemotron-3-Super,Qwen3-Coder-480B,500,500,500,1.0,1.0
Nemotron-3-Super,Qwen3-Coder-Next,500,500,500,1.0,1.0
Nemotron-3-Super,Qwen3.5-Flash,500,500,500,1.0,1.0
Nemotron-3-Super,Qwen3.6-Plus,500,500,500,1.0,1.0
Nemotron-3-Super,Trinity-Large-Thinking,500,500,500,1.0,1.0
Nemotron-3-Super,claude-fable-5,500,500,500,1.0,1.0
Nemotron-3-Super,claude-opus-4-5,500,500,500,1.0,1.0
Nemotron-3-Super,claude-opus-4-6,500,500,500,1.0,1.0
Nemotron-3-Super,claude-opus-4-7,500,500,500,1.0,1.0
Nemotron-3-Super,claude-opus-4-8,500,500,500,1.0,1.0
Nemotron-3-Super,claude-sonnet-4-5,500,500,500,1.0,1.0
Nemotron-3-Super,claude-sonnet-4-6,500,500,500,1.0,1.0
Qwen3-Coder-480B,Qwen3-Coder-Next,500,500,500,1.0,1.0
Qwen3-Coder-480B,Qwen3.5-Flash,500,500,500,1.0,1.0
Qwen3-Coder-480B,Qwen3.6-Plus,500,500,500,1.0,1.0
Qwen3-Coder-480B,Trinity-Large-Thinking,500,500,500,1.0,1.0
Qwen3-Coder-480B,claude-fable-5,500,500,500,1.0,1.0
Qwen3-Coder-480B,claude-opus-4-5,500,500,500,1.0,1.0
Qwen3-Coder-480B,claude-opus-4-6,500,500,500,1.0,1.0
Qwen3-Coder-480B,claude-opus-4-7,500,500,500,1.0,1.0
Qwen3-Coder-480B,claude-opus-4-8,500,500,500,1.0,1.0
Qwen3-Coder-480B,claude-sonnet-4-5,500,500,500,1.0,1.0
Qwen3-Coder-480B,claude-sonnet-4-6,500,500,500,1.0,1.0
Qwen3-Coder-Next,Qwen3.5-Flash,500,500,500,1.0,1.0
Qwen3-Coder-Next,Qwen3.6-Plus,500,500,500,1.0,1.0
Qwen3-Coder-Next,Trinity-Large-Thinking,500,500,500,1.0,1.0
Qwen3-Coder-Next,claude-fable-5,500,500,500,1.0,1.0
Qwen3-Coder-Next,claude-opus-4-5,500,500,500,1.0,1.0
Qwen3-Coder-Next,claude-opus-4-6,500,500,500,1.0,1.0
Qwen3-Coder-Next,claude-opus-4-7,500,500,500,1.0,1.0
Qwen3-Coder-Next,claude-opus-4-8,500,500,500,1.0,1.0
Qwen3-Coder-Next,claude-sonnet-4-5,500,500,500,1.0,1.0
Qwen3-Coder-Next,claude-sonnet-4-6,500,500,500,1.0,1.0
Qwen3.5-Flash,Qwen3.6-Plus,500,500,500,1.0,1.0
Qwen3.5-Flash,Trinity-Large-Thinking,500,500,500,1.0,1.0
Qwen3.5-Flash,claude-fable-5,500,500,500,1.0,1.0
Qwen3.5-Flash,claude-opus-4-5,500,500,500,1.0,1.0
Qwen3.5-Flash,claude-opus-4-6,500,500,500,1.0,1.0
Qwen3.5-Flash,claude-opus-4-7,500,500,500,1.0,1.0
Qwen3.5-Flash,claude-opus-4-8,500,500,500,1.0,1.0
Qwen3.5-Flash,claude-sonnet-4-5,500,500,500,1.0,1.0
Qwen3.5-Flash,claude-sonnet-4-6,500,500,500,1.0,1.0
Qwen3.6-Plus,Trinity-Large-Thinking,500,500,500,1.0,1.0
Qwen3.6-Plus,claude-fable-5,500,500,500,1.0,1.0
Qwen3.6-Plus,claude-opus-4-5,500,500,500,1.0,1.0
Qwen3.6-Plus,claude-opus-4-6,500,500,500,1.0,1.0
Qwen3.6-Plus,claude-opus-4-7,500,500,500,1.0,1.0
Qwen3.6-Plus,claude-opus-4-8,500,500,500,1.0,1.0
Qwen3.6-Plus,claude-sonnet-4-5,500,500,500,1.0,1.0
Qwen3.6-Plus,claude-sonnet-4-6,500,500,500,1.0,1.0
Trinity-Large-Thinking,claude-fable-5,500,500,500,1.0,1.0
Trinity-Large-Thinking,claude-opus-4-5,500,500,500,1.0,1.0
Trinity-Large-Thinking,claude-opus-4-6,500,500,500,1.0,1.0
Trinity-Large-Thinking,claude-opus-4-7,500,500,500,1.0,1.0
Trinity-Large-Thinking,claude-opus-4-8,500,500,500,1.0,1.0
Trinity-Large-Thinking,claude-sonnet-4-5,500,500,500,1.0,1.0
Trinity-Large-Thinking,claude-sonnet-4-6,500,500,500,1.0,1.0
claude-fable-5,claude-opus-4-5,500,500,500,1.0,1.0
claude-fable-5,claude-opus-4-6,500,500,500,1.0,1.0
claude-fable-5,claude-opus-4-7,500,500,500,1.0,1.0
claude-fable-5,claude-opus-4-8,500,500,500,1.0,1.0
claude-fable-5,claude-sonnet-4-5,500,500,500,1.0,1.0
claude-fable-5,claude-sonnet-4-6,500,500,500,1.0,1.0
claude-opus-4-5,claude-opus-4-6,500,500,500,1.0,1.0
claude-opus-4-5,claude-opus-4-7,500,500,500,1.0,1.0
claude-opus-4-5,claude-opus-4-8,500,500,500,1.0,1.0
claude-opus-4-5,claude-sonnet-4-5,500,500,500,1.0,1.0
claude-opus-4-5,claude-sonnet-4-6,500,500,500,1.0,1.0
claude-opus-4-6,claude-opus-4-7,500,500,500,1.0,1.0
claude-opus-4-6,claude-opus-4-8,500,500,500,1.0,1.0
claude-opus-4-6,claude-sonnet-4-5,500,500,500,1.0,1.0
claude-opus-4-6,claude-sonnet-4-6,500,500,500,1.0,1.0
claude-opus-4-7,claude-opus-4-8,500,500,500,1.0,1.0
claude-opus-4-7,claude-sonnet-4-5,500,500,500,1.0,1.0
claude-opus-4-7,claude-sonnet-4-6,500,500,500,1.0,1.0
claude-opus-4-8,claude-sonnet-4-5,500,500,500,1.0,1.0
claude-opus-4-8,claude-sonnet-4-6,500,500,500,1.0,1.0
claude-sonnet-4-5,claude-sonnet-4-6,500,500,500,1.0,1.0
