context_id,instance_id,step_index,recommended_tier,applied_tier,previous_tier,transition,sticky_override,benchmark,scenario,quality_threshold,target_tier,target_tier_id,first_pass_sufficient,applied_call_cost,always_high_cost,theoretical_savings_vs_always_high,oracle_only
swebench_django__django-11999_step_10,django__django-11999,10,mid_high,high,high,sticky_hold,True,swebench,code_swe,0.8,mid_high,2,True,0.019050800000000003,0.019050800000000003,0.0,True
swebench_django__django-11999_step_11,django__django-11999,11,low,high,high,sticky_hold,True,swebench,code_swe,0.8,low,0,True,0.0198252,0.0198252,0.0,True
swebench_django__django-12262_step_1,django__django-12262,1,high,high,,start,False,swebench,code_swe,0.8,high,3,True,0.011018799999999999,0.011018799999999999,0.0,True
swebench_django__django-12262_step_2,django__django-12262,2,mid,high,high,sticky_hold,True,swebench,code_swe,0.8,mid,1,True,0.012778799999999998,0.012778799999999998,0.0,True
swebench_django__django-12262_step_3,django__django-12262,3,mid_high,high,high,sticky_hold,True,swebench,code_swe,0.8,mid_high,2,True,0.0214764,0.0214764,0.0,True
swebench_django__django-12262_step_4,django__django-12262,4,high,high,high,stay,False,swebench,code_swe,0.8,high,3,True,0.0288652,0.0288652,0.0,True
swebench_django__django-12262_step_5,django__django-12262,5,high,high,high,stay,False,swebench,code_swe,0.8,high,3,True,0.031444400000000004,0.031444400000000004,0.0,True
swebench_django__django-12262_step_6,django__django-12262,6,low,high,high,sticky_hold,True,swebench,code_swe,0.8,low,0,True,0.031703600000000005,0.031703600000000005,0.0,True
swebench_django__django-12262_step_7,django__django-12262,7,low,high,high,sticky_hold,True,swebench,code_swe,0.8,low,0,True,0.0326284,0.0326284,0.0,True
swebench_django__django-12273_step_1,django__django-12273,1,mid_high,mid_high,,start,False,swebench,code_swe,0.8,mid_high,2,True,0.0034033,0.0109356,0.0075323000000000005,True
swebench_django__django-12273_step_2,django__django-12273,2,high,high,mid_high,escalate,False,swebench,code_swe,0.8,high,3,True,0.0131148,0.0131148,0.0,True
swebench_django__django-12273_step_3,django__django-12273,3,high,high,high,stay,False,swebench,code_swe,0.8,high,3,True,0.0248812,0.0248812,0.0,True
swebench_django__django-12273_step_4,django__django-12273,4,high,high,high,stay,False,swebench,code_swe,0.8,high,3,True,0.03035,0.03035,0.0,True
swebench_django__django-12273_step_5,django__django-12273,5,mid_high,high,high,sticky_hold,True,swebench,code_swe,0.8,mid_high,2,True,0.0312556,0.0312556,0.0,True
swebench_django__django-12276_step_1,django__django-12276,1,low,low,,start,False,swebench,code_swe,0.8,low,0,True,0.00023620000000000002,0.0106764,0.0104402,True
swebench_django__django-12276_step_2,django__django-12276,2,low,low,low,stay,False,swebench,code_swe,0.8,low,0,True,0.00027100000000000003,0.01179,0.011519,True
swebench_django__django-12276_step_3,django__django-12276,3,high,high,low,escalate,False,swebench,code_swe,0.8,high,3,True,0.0123532,0.0123532,0.0,True
swebench_django__django-12276_step_4,django__django-12276,4,high,high,high,stay,False,swebench,code_swe,0.8,high,3,True,0.018804400000000002,0.018804400000000002,0.0,True
swebench_django__django-12276_step_5,django__django-12276,5,low,high,high,sticky_hold,True,swebench,code_swe,0.8,low,0,True,0.0213356,0.0213356,0.0,True
swebench_django__django-12276_step_6,django__django-12276,6,high,high,high,stay,False,swebench,code_swe,0.8,high,3,True,0.022286,0.022286,0.0,True
swebench_django__django-12276_step_7,django__django-12276,7,high,high,high,stay,False,swebench,code_swe,0.8,high,3,True,0.0232236,0.0232236,0.0,True
swebench_django__django-12276_step_8,django__django-12276,8,low,high,high,sticky_hold,True,swebench,code_swe,0.8,low,0,True,0.0235116,0.0235116,0.0,True
swebench_django__django-12276_step_9,django__django-12276,9,low,high,high,sticky_hold,True,swebench,code_swe,0.8,low,0,True,0.0242956,0.0242956,0.0,True
swebench_django__django-12325_step_1,django__django-12325,1,mid,mid,,start,False,swebench,code_swe,0.8,mid,1,True,0.0009536000000000001,0.0109132,0.009959599999999999,True
swebench_django__django-12325_step_2,django__django-12325,2,high,high,mid,escalate,False,swebench,code_swe,0.8,high,3,True,0.0120172,0.0120172,0.0,True
swebench_django__django-12325_step_3,django__django-12325,3,high,high,high,stay,False,swebench,code_swe,0.8,high,3,True,0.0154156,0.0154156,0.0,True
swebench_django__django-12325_step_4,django__django-12325,4,high,high,high,stay,False,swebench,code_swe,0.8,high,3,True,0.021076400000000002,0.021076400000000002,0.0,True
swebench_django__django-12325_step_5,django__django-12325,5,high,high,high,stay,False,swebench,code_swe,0.8,high,3,True,0.0223852,0.0223852,0.0,True
swebench_django__django-12325_step_6,django__django-12325,6,mid_high,high,high,sticky_hold,True,swebench,code_swe,0.8,mid_high,2,True,0.0239052,0.0239052,0.0,True
swebench_django__django-12325_step_7,django__django-12325,7,low,high,high,sticky_hold,True,swebench,code_swe,0.8,low,0,True,0.0251084,0.0251084,0.0,True
mtrag_e0f8a53d3ab93e7900633fc8fa40631e_turn_4_step_1,e0f8a53d3ab93e7900633fc8fa40631e_turn_4,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0002378,0.0107276,0.0104898,True
mtrag_e1b602e47ded79a35d8df4eefe194e39_turn_4_step_1,e1b602e47ded79a35d8df4eefe194e39_turn_4,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0004243,0.016695599999999998,0.0162713,True
mtrag_e1b602e47ded79a35d8df4eefe194e39_turn_5_step_1,e1b602e47ded79a35d8df4eefe194e39_turn_5,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0002954,0.012570799999999998,0.012275399999999999,True
mtrag_e52ab8d5f61ccdfc3712a2608d8c2aba_turn_2_step_1,e52ab8d5f61ccdfc3712a2608d8c2aba_turn_2,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00017960000000000003,0.0088652,0.0086856,True
mtrag_e9dd465e8dd63a80dda8f3ce9cba6848_turn_3_step_1,e9dd465e8dd63a80dda8f3ce9cba6848_turn_3,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0001699,0.0085548,0.008384899999999999,True
mtrag_e9dd465e8dd63a80dda8f3ce9cba6848_turn_4_step_1,e9dd465e8dd63a80dda8f3ce9cba6848_turn_4,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00018869999999999998,0.009156399999999999,0.008967699999999999,True
mtrag_e9dd465e8dd63a80dda8f3ce9cba6848_turn_6_step_1,e9dd465e8dd63a80dda8f3ce9cba6848_turn_6,1,mid,mid,,start,False,mtrag,rag_multiturn,0.8,mid,1,True,0.0008241,0.0097292,0.0089051,True
mtrag_f05ba9633e1b377f9c4d64afd3da3c45_turn_2_step_1,f05ba9633e1b377f9c4d64afd3da3c45_turn_2,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0002434,0.0109068,0.0106634,True
mtrag_f0d30863222ebd30fc68c43ac3ae94bb_turn_1_step_1,f0d30863222ebd30fc68c43ac3ae94bb_turn_1,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.000174,0.008686,0.008511999999999999,True
mtrag_f1121a39d8a9e36eaef4c2367bd43532_turn_1_step_1,f1121a39d8a9e36eaef4c2367bd43532_turn_1,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0001778,0.0088076,0.0086298,True
mtrag_f1121a39d8a9e36eaef4c2367bd43532_turn_3_step_1,f1121a39d8a9e36eaef4c2367bd43532_turn_3,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00024870000000000003,0.011076400000000002,0.010827700000000003,True
mtrag_f5a8ca2f2bc12180940167fb920bb018_turn_5_step_1,f5a8ca2f2bc12180940167fb920bb018_turn_5,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0003194,0.0133388,0.0130194,True
mtrag_f5a8ca2f2bc12180940167fb920bb018_turn_6_step_1,f5a8ca2f2bc12180940167fb920bb018_turn_6,1,mid,mid,,start,False,mtrag,rag_multiturn,0.8,mid,1,True,0.0012633499999999999,0.0137452,0.012481850000000001,True
mtrag_fc3e765d7ffc28ffc7ee7ea38fd3c73a_turn_4_step_1,fc3e765d7ffc28ffc7ee7ea38fd3c73a_turn_4,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00028560000000000006,0.012257200000000001,0.0119716,True
mtrag_fc3e765d7ffc28ffc7ee7ea38fd3c73a_turn_5_step_1,fc3e765d7ffc28ffc7ee7ea38fd3c73a_turn_5,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00027410000000000005,0.0118892,0.011615100000000001,True
mtrag_fd99b316e5e64f19ff938598aea9b285_turn_5_step_1,fd99b316e5e64f19ff938598aea9b285_turn_5,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0002101,0.0098412,0.0096311,True
mtrag_fdee20f7fd677e420742b09989623d68_turn_5_step_1,fdee20f7fd677e420742b09989623d68_turn_5,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0003157000000000001,0.0132204,0.0129047,True
bfcl_live_irrelevance_103-3-0_step_1,live_irrelevance_103-3-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001115,0.006685999999999999,0.0065745,True
bfcl_live_irrelevance_252-53-0_step_1,live_irrelevance_252-53-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001082,0.006580399999999999,0.006472199999999999,True
bfcl_live_irrelevance_253-53-1_step_1,live_irrelevance_253-53-1,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001082,0.006580399999999999,0.006472199999999999,True
bfcl_live_irrelevance_254-53-2_step_1,live_irrelevance_254-53-2,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.00010790000000000001,0.0065708,0.0064629,True
bfcl_live_irrelevance_417-96-0_step_1,live_irrelevance_417-96-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001093,0.0066156,0.0065063000000000005,True
bfcl_live_irrelevance_418-96-1_step_1,live_irrelevance_418-96-1,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001085,0.0065899999999999995,0.006481499999999999,True
bfcl_live_irrelevance_660-211-0_step_1,live_irrelevance_660-211-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001125,0.006718,0.0066055,True
bfcl_live_irrelevance_731-246-0_step_1,live_irrelevance_731-246-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001096,0.0066251999999999995,0.0065156,True
bfcl_live_irrelevance_747-258-0_step_1,live_irrelevance_747-258-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001766,0.0087692,0.008592599999999999,True
bfcl_live_multiple_100-42-4_step_1,live_multiple_100-42-4,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001102,0.006644399999999999,0.006534199999999999,True
bfcl_live_multiple_101-42-5_step_1,live_multiple_101-42-5,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001097,0.0066284,0.0065187,True
bfcl_live_multiple_102-43-0_step_1,live_multiple_102-43-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.00011,0.006638,0.006528,True
bfcl_live_multiple_103-43-1_step_1,live_multiple_103-43-1,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001141,0.0067691999999999995,0.0066551,True
bfcl_live_multiple_104-43-2_step_1,live_multiple_104-43-2,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.00011,0.006638,0.006528,True
bfcl_live_multiple_105-43-3_step_1,live_multiple_105-43-3,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001097,0.0066284,0.0065187,True
bfcl_live_multiple_106-43-4_step_1,live_multiple_106-43-4,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.00011190000000000001,0.0066987999999999995,0.0065869,True
bfcl_live_multiple_107-43-5_step_1,live_multiple_107-43-5,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.00011059999999999999,0.006657199999999999,0.0065466,True
bfcl_live_multiple_108-43-6_step_1,live_multiple_108-43-6,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.00011009999999999999,0.006641199999999999,0.006531099999999999,True
bfcl_live_multiple_109-43-7_step_1,live_multiple_109-43-7,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001089,0.0066028,0.0064938999999999995,True
bfcl_live_multiple_110-43-8_step_1,live_multiple_110-43-8,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.00011,0.006638,0.006528,True
bfcl_live_multiple_111-43-9_step_1,live_multiple_111-43-9,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001112,0.006676399999999999,0.006565199999999999,True
bfcl_live_multiple_112-43-10_step_1,live_multiple_112-43-10,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001103,0.0066476,0.0065373,True
bfcl_live_multiple_180-76-0_step_1,live_multiple_180-76-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.000121,0.00699,0.006869,True
bfcl_live_multiple_181-76-1_step_1,live_multiple_181-76-1,1,mid,mid,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,mid,1,True,0.0004863500000000001,0.006641199999999999,0.006154849999999999,True
bfcl_live_multiple_185-80-0_step_1,live_multiple_185-80-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001099,0.0066348,0.0065249,True
bfcl_live_multiple_217-93-0_step_1,live_multiple_217-93-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001088,0.0065996,0.0064908,True
bfcl_live_multiple_25-6-0_step_1,live_multiple_25-6-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001088,0.0065996,0.0064908,True
bfcl_live_multiple_26-6-1_step_1,live_multiple_26-6-1,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.00022610000000000002,0.0103532,0.0101271,True
bfcl_live_multiple_44-17-0_step_1,live_multiple_44-17-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.00011740000000000001,0.0068747999999999995,0.006757399999999999,True
bfcl_live_multiple_96-42-0_step_1,live_multiple_96-42-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001099,0.0066348,0.0065249,True
bfcl_live_multiple_97-42-1_step_1,live_multiple_97-42-1,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001115,0.006685999999999999,0.0065745,True
bfcl_live_multiple_98-42-2_step_1,live_multiple_98-42-2,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001096,0.0066251999999999995,0.0065156,True
bfcl_live_multiple_985-216-0_step_1,live_multiple_985-216-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.00011240000000000001,0.0067148,0.0066024,True
bfcl_live_multiple_99-42-3_step_1,live_multiple_99-42-3,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001091,0.006609199999999999,0.006500099999999999,True
bfcl_live_parallel_multiple_0-0-0_step_1,live_parallel_multiple_0-0-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.00011229999999999999,0.0067116,0.0065993,True
bfcl_live_parallel_multiple_1-1-0_step_1,live_parallel_multiple_1-1-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001085,0.0065899999999999995,0.006481499999999999,True
bfcl_live_parallel_multiple_11-10-0_step_1,live_parallel_multiple_11-10-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.000123,0.0070539999999999995,0.006931,True
bfcl_live_parallel_multiple_12-10-1_step_1,live_parallel_multiple_12-10-1,1,mid,mid,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,mid,1,True,0.0005010500000000001,0.0067756,0.006274549999999999,True
bfcl_live_parallel_multiple_13-11-0_step_1,live_parallel_multiple_13-11-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.00011070000000000001,0.0066603999999999995,0.0065496999999999994,True
bfcl_live_parallel_multiple_14-12-0_step_1,live_parallel_multiple_14-12-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.00011159999999999999,0.006689199999999999,0.006577599999999999,True
bfcl_live_parallel_multiple_15-13-0_step_1,live_parallel_multiple_15-13-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001102,0.006644399999999999,0.006534199999999999,True
bfcl_live_parallel_multiple_16-14-0_step_1,live_parallel_multiple_16-14-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001102,0.006644399999999999,0.006534199999999999,True
bfcl_live_parallel_multiple_17-15-0_step_1,live_parallel_multiple_17-15-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001088,0.0065996,0.0064908,True
bfcl_live_parallel_multiple_18-16-0_step_1,live_parallel_multiple_18-16-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001096,0.0066251999999999995,0.0065156,True
bfcl_live_parallel_multiple_19-16-1_step_1,live_parallel_multiple_19-16-1,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.00011009999999999999,0.006641199999999999,0.006531099999999999,True
bfcl_live_parallel_multiple_2-2-0_step_1,live_parallel_multiple_2-2-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001084,0.006586799999999999,0.0064784,True
bfcl_live_parallel_multiple_20-17-0_step_1,live_parallel_multiple_20-17-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.00011570000000000001,0.006820399999999999,0.006704699999999999,True
bfcl_live_parallel_multiple_21-18-0_step_1,live_parallel_multiple_21-18-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001112,0.006676399999999999,0.006565199999999999,True
bfcl_live_parallel_multiple_22-19-0_step_1,live_parallel_multiple_22-19-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.00011009999999999999,0.006641199999999999,0.006531099999999999,True
bfcl_live_parallel_multiple_23-20-0_step_1,live_parallel_multiple_23-20-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001093,0.0066156,0.0065063000000000005,True
bfcl_live_parallel_multiple_3-2-1_step_1,live_parallel_multiple_3-2-1,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001127,0.006724399999999999,0.006611699999999999,True
bfcl_live_parallel_multiple_4-3-0_step_1,live_parallel_multiple_4-3-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.00011159999999999999,0.006689199999999999,0.006577599999999999,True
bfcl_live_parallel_multiple_5-4-0_step_1,live_parallel_multiple_5-4-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.00011070000000000001,0.0066603999999999995,0.0065496999999999994,True
bfcl_live_parallel_multiple_6-5-0_step_1,live_parallel_multiple_6-5-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001086,0.0065932,0.006484599999999999,True
bfcl_live_parallel_multiple_7-6-0_step_1,live_parallel_multiple_7-6-0,1,low,low,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,low,0,True,0.0001091,0.006609199999999999,0.006500099999999999,True
bfcl_live_parallel_multiple_9-8-0_step_1,live_parallel_multiple_9-8-0,1,mid,mid,,start,False,bfcl,bfcl_tool_use_single_turn,0.8,mid,1,True,0.00051995,0.0069483999999999995,0.00642845,True
swebench_matplotlib__matplotlib-13989_step_1,matplotlib__matplotlib-13989,1,low,low,,start,False,swebench,code_swe,0.8,low,0,True,0.000264,0.011566,0.011302,True
swebench_matplotlib__matplotlib-13989_step_2,matplotlib__matplotlib-13989,2,high,high,low,escalate,False,swebench,code_swe,0.8,high,3,True,0.0129292,0.0129292,0.0,True
swebench_matplotlib__matplotlib-13989_step_3,matplotlib__matplotlib-13989,3,mid,high,high,sticky_hold,True,swebench,code_swe,0.8,mid,1,True,0.0167276,0.0167276,0.0,True
swebench_matplotlib__matplotlib-13989_step_4,matplotlib__matplotlib-13989,4,low,high,high,sticky_hold,True,swebench,code_swe,0.8,low,0,True,0.019281200000000002,0.019281200000000002,0.0,True
swebench_matplotlib__matplotlib-13989_step_5,matplotlib__matplotlib-13989,5,high,high,high,stay,False,swebench,code_swe,0.8,high,3,True,0.019882800000000003,0.019882800000000003,0.0,True
swebench_matplotlib__matplotlib-13989_step_6,matplotlib__matplotlib-13989,6,high,high,high,stay,False,swebench,code_swe,0.8,high,3,True,0.021159599999999997,0.021159599999999997,0.0,True
swebench_matplotlib__matplotlib-13989_step_7,matplotlib__matplotlib-13989,7,high,high,high,stay,False,swebench,code_swe,0.8,high,3,True,0.022068400000000002,0.022068400000000002,0.0,True
swebench_matplotlib__matplotlib-13989_step_8,matplotlib__matplotlib-13989,8,low,high,high,sticky_hold,True,swebench,code_swe,0.8,low,0,True,0.0224012,0.0224012,0.0,True
swebench_matplotlib__matplotlib-13989_step_9,matplotlib__matplotlib-13989,9,low,high,high,sticky_hold,True,swebench,code_swe,0.8,low,0,True,0.022993200000000002,0.022993200000000002,0.0,True
swebench_matplotlib__matplotlib-14623_step_1,matplotlib__matplotlib-14623,1,low,low,,start,False,swebench,code_swe,0.8,low,0,True,0.0002491,0.0110892,0.0108401,True
swebench_matplotlib__matplotlib-14623_step_2,matplotlib__matplotlib-14623,2,high,high,low,escalate,False,swebench,code_swe,0.8,high,3,True,0.0125804,0.0125804,0.0,True
swebench_matplotlib__matplotlib-14623_step_3,matplotlib__matplotlib-14623,3,high,high,high,stay,False,swebench,code_swe,0.8,high,3,True,0.023034799999999998,0.023034799999999998,0.0,True
swebench_matplotlib__matplotlib-14623_step_4,matplotlib__matplotlib-14623,4,high,high,high,stay,False,swebench,code_swe,0.8,high,3,True,0.0288908,0.0288908,0.0,True
swebench_matplotlib__matplotlib-14623_step_5,matplotlib__matplotlib-14623,5,high,high,high,stay,False,swebench,code_swe,0.8,high,3,True,0.0293996,0.0293996,0.0,True
swebench_matplotlib__matplotlib-14623_step_6,matplotlib__matplotlib-14623,6,high,high,high,stay,False,swebench,code_swe,0.8,high,3,True,0.030078,0.030078,0.0,True
swebench_matplotlib__matplotlib-14623_step_7,matplotlib__matplotlib-14623,7,high,high,high,stay,False,swebench,code_swe,0.8,high,3,True,0.031822,0.031822,0.0,True
swebench_matplotlib__matplotlib-14623_step_8,matplotlib__matplotlib-14623,8,high,high,high,stay,False,swebench,code_swe,0.8,high,3,True,0.031495600000000006,0.031495600000000006,0.0,True
swebench_matplotlib__matplotlib-14623_step_9,matplotlib__matplotlib-14623,9,mid_high,high,high,sticky_hold,True,swebench,code_swe,0.8,mid_high,2,True,0.032670000000000005,0.032670000000000005,0.0,True
swebench_matplotlib__matplotlib-14623_step_10,matplotlib__matplotlib-14623,10,low,high,high,sticky_hold,True,swebench,code_swe,0.8,low,0,True,0.0325772,0.0325772,0.0,True
swebench_matplotlib__matplotlib-14623_step_11,matplotlib__matplotlib-14623,11,low,high,high,sticky_hold,True,swebench,code_swe,0.8,low,0,True,0.032695600000000005,0.032695600000000005,0.0,True
swebench_matplotlib__matplotlib-20488_step_1,matplotlib__matplotlib-20488,1,high,high,,start,False,swebench,code_swe,0.8,high,3,True,0.0117548,0.0117548,0.0,True
swebench_matplotlib__matplotlib-20488_step_2,matplotlib__matplotlib-20488,2,high,high,high,stay,False,swebench,code_swe,0.8,high,3,True,0.017422,0.017422,0.0,True
swebench_matplotlib__matplotlib-20488_step_3,matplotlib__matplotlib-20488,3,high,high,high,stay,False,swebench,code_swe,0.8,high,3,True,0.020503599999999997,0.020503599999999997,0.0,True
swebench_matplotlib__matplotlib-20488_step_4,matplotlib__matplotlib-20488,4,mid,high,high,sticky_hold,True,swebench,code_swe,0.8,mid,1,True,0.0228652,0.0228652,0.0,True
swebench_matplotlib__matplotlib-20488_step_5,matplotlib__matplotlib-20488,5,high,high,high,stay,False,swebench,code_swe,0.8,high,3,True,0.0235404,0.0235404,0.0,True
swebench_matplotlib__matplotlib-20488_step_6,matplotlib__matplotlib-20488,6,low,high,high,sticky_hold,True,swebench,code_swe,0.8,low,0,True,0.0252812,0.0252812,0.0,True
bfcl_multi_turn_base_0_step_1,multi_turn_base_0,1,low,low,,start,False,bfcl,bfcl_tool_use_multi_turn,0.8,low,0,True,0.00011059999999999999,0.006657199999999999,0.0065466,True
bfcl_multi_turn_base_0_step_2,multi_turn_base_0,2,low,low,low,stay,False,bfcl,bfcl_tool_use_multi_turn,0.8,low,0,True,0.00015069999999999998,0.007940399999999999,0.007789699999999998,True
bfcl_multi_turn_base_0_step_3,multi_turn_base_0,3,low,low,low,stay,False,bfcl,bfcl_tool_use_multi_turn,0.8,low,0,True,0.0001729,0.008650799999999998,0.008477899999999998,True
bfcl_multi_turn_base_0_step_4,multi_turn_base_0,4,low,low,low,stay,False,bfcl,bfcl_tool_use_multi_turn,0.8,low,0,True,0.0001943,0.0093356,0.0091413,True
bfcl_multi_turn_base_110_step_1,multi_turn_base_110,1,low,low,,start,False,bfcl,bfcl_tool_use_multi_turn,0.8,low,0,True,0.00011229999999999999,0.0067116,0.0065993,True
bfcl_multi_turn_base_110_step_2,multi_turn_base_110,2,low,low,low,stay,False,bfcl,bfcl_tool_use_multi_turn,0.8,low,0,True,0.00012780000000000002,0.0072076,0.0070798,True
bfcl_multi_turn_base_110_step_3,multi_turn_base_110,3,low,low,low,stay,False,bfcl,bfcl_tool_use_multi_turn,0.8,low,0,True,0.0001544,0.0080588,0.007904399999999999,True
bfcl_multi_turn_base_110_step_4,multi_turn_base_110,4,low,low,low,stay,False,bfcl,bfcl_tool_use_multi_turn,0.8,low,0,True,0.00017610000000000002,0.008753200000000001,0.0085771,True
bfcl_multi_turn_base_110_step_5,multi_turn_base_110,5,low,low,low,stay,False,bfcl,bfcl_tool_use_multi_turn,0.8,low,0,True,0.0001935,0.009309999999999999,0.0091165,True
bfcl_multi_turn_base_110_step_6,multi_turn_base_110,6,low,low,low,stay,False,bfcl,bfcl_tool_use_multi_turn,0.8,low,0,True,0.00021810000000000002,0.0100972,0.0098791,True
bfcl_multi_turn_base_131_step_1,multi_turn_base_131,1,low,low,,start,False,bfcl,bfcl_tool_use_multi_turn,0.8,low,0,True,0.0001102,0.006644399999999999,0.006534199999999999,True
bfcl_multi_turn_base_131_step_2,multi_turn_base_131,2,low,low,low,stay,False,bfcl,bfcl_tool_use_multi_turn,0.8,low,0,True,0.0001231,0.0070572,0.0069340999999999995,True
bfcl_multi_turn_base_131_step_3,multi_turn_base_131,3,low,low,low,stay,False,bfcl,bfcl_tool_use_multi_turn,0.8,low,0,True,0.0001411,0.0076332,0.0074921,True
