context_id,benchmark,scenario,instance_id,step_index,total_steps,leakage_group_id,task_signature,near_duplicate_simhash,split,cv_fold,lobo_holdout_benchmark,analysis_scope,label_confidence,random_seed
swebench_django__django-11066_step_7,swebench,code_swe,django__django-11066,7,7,lg_9efc393563f7c3c2,04ed7de8e5e1a6bb8de343103748ffa01935dbf318775d16b63270e85dc8bc7d,b75bded12d9fdf7b,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11087_step_1,swebench,code_swe,django__django-11087,1,9,lg_223a9b6c88c5e396,aad8a12fe1fde1d2dd39166ceb5e7e1895be0c5b5d61e25fb97f9addf0090e15,913661b0a82dadb1,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11087_step_2,swebench,code_swe,django__django-11087,2,9,lg_223a9b6c88c5e396,aad8a12fe1fde1d2dd39166ceb5e7e1895be0c5b5d61e25fb97f9addf0090e15,913661b0a82dadb1,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11087_step_3,swebench,code_swe,django__django-11087,3,9,lg_223a9b6c88c5e396,aad8a12fe1fde1d2dd39166ceb5e7e1895be0c5b5d61e25fb97f9addf0090e15,913661b0a82dadb1,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11087_step_4,swebench,code_swe,django__django-11087,4,9,lg_223a9b6c88c5e396,aad8a12fe1fde1d2dd39166ceb5e7e1895be0c5b5d61e25fb97f9addf0090e15,913661b0a82dadb1,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11087_step_5,swebench,code_swe,django__django-11087,5,9,lg_223a9b6c88c5e396,aad8a12fe1fde1d2dd39166ceb5e7e1895be0c5b5d61e25fb97f9addf0090e15,913661b0a82dadb1,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11087_step_6,swebench,code_swe,django__django-11087,6,9,lg_223a9b6c88c5e396,aad8a12fe1fde1d2dd39166ceb5e7e1895be0c5b5d61e25fb97f9addf0090e15,913661b0a82dadb1,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11087_step_7,swebench,code_swe,django__django-11087,7,9,lg_223a9b6c88c5e396,aad8a12fe1fde1d2dd39166ceb5e7e1895be0c5b5d61e25fb97f9addf0090e15,913661b0a82dadb1,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11087_step_8,swebench,code_swe,django__django-11087,8,9,lg_223a9b6c88c5e396,aad8a12fe1fde1d2dd39166ceb5e7e1895be0c5b5d61e25fb97f9addf0090e15,913661b0a82dadb1,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11087_step_9,swebench,code_swe,django__django-11087,9,9,lg_223a9b6c88c5e396,aad8a12fe1fde1d2dd39166ceb5e7e1895be0c5b5d61e25fb97f9addf0090e15,913661b0a82dadb1,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12096_step_1,swebench,code_swe,sympy__sympy-12096,1,13,lg_1bb22220488325d2,e361cf3505622213bb76435b6bea94e68cc274b48c7eeea25ef884f038a5578e,b114daf43fafa57b,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12096_step_2,swebench,code_swe,sympy__sympy-12096,2,13,lg_1bb22220488325d2,e361cf3505622213bb76435b6bea94e68cc274b48c7eeea25ef884f038a5578e,b114daf43fafa57b,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12096_step_3,swebench,code_swe,sympy__sympy-12096,3,13,lg_1bb22220488325d2,e361cf3505622213bb76435b6bea94e68cc274b48c7eeea25ef884f038a5578e,b114daf43fafa57b,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12096_step_4,swebench,code_swe,sympy__sympy-12096,4,13,lg_1bb22220488325d2,e361cf3505622213bb76435b6bea94e68cc274b48c7eeea25ef884f038a5578e,b114daf43fafa57b,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12096_step_5,swebench,code_swe,sympy__sympy-12096,5,13,lg_1bb22220488325d2,e361cf3505622213bb76435b6bea94e68cc274b48c7eeea25ef884f038a5578e,b114daf43fafa57b,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12096_step_6,swebench,code_swe,sympy__sympy-12096,6,13,lg_1bb22220488325d2,e361cf3505622213bb76435b6bea94e68cc274b48c7eeea25ef884f038a5578e,b114daf43fafa57b,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12096_step_7,swebench,code_swe,sympy__sympy-12096,7,13,lg_1bb22220488325d2,e361cf3505622213bb76435b6bea94e68cc274b48c7eeea25ef884f038a5578e,b114daf43fafa57b,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12096_step_8,swebench,code_swe,sympy__sympy-12096,8,13,lg_1bb22220488325d2,e361cf3505622213bb76435b6bea94e68cc274b48c7eeea25ef884f038a5578e,b114daf43fafa57b,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12096_step_9,swebench,code_swe,sympy__sympy-12096,9,13,lg_1bb22220488325d2,e361cf3505622213bb76435b6bea94e68cc274b48c7eeea25ef884f038a5578e,b114daf43fafa57b,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12096_step_10,swebench,code_swe,sympy__sympy-12096,10,13,lg_1bb22220488325d2,e361cf3505622213bb76435b6bea94e68cc274b48c7eeea25ef884f038a5578e,b114daf43fafa57b,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12096_step_11,swebench,code_swe,sympy__sympy-12096,11,13,lg_1bb22220488325d2,e361cf3505622213bb76435b6bea94e68cc274b48c7eeea25ef884f038a5578e,b114daf43fafa57b,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12096_step_12,swebench,code_swe,sympy__sympy-12096,12,13,lg_1bb22220488325d2,e361cf3505622213bb76435b6bea94e68cc274b48c7eeea25ef884f038a5578e,b114daf43fafa57b,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12096_step_13,swebench,code_swe,sympy__sympy-12096,13,13,lg_1bb22220488325d2,e361cf3505622213bb76435b6bea94e68cc274b48c7eeea25ef884f038a5578e,b114daf43fafa57b,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12419_step_1,swebench,code_swe,sympy__sympy-12419,1,7,lg_7660e1d2f650f396,9c87eb85df2acf9732b42036eee05b67c03aca495c2b6fcd074043728f0d2d35,ab24e9d886f9bb7e,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12419_step_2,swebench,code_swe,sympy__sympy-12419,2,7,lg_7660e1d2f650f396,9c87eb85df2acf9732b42036eee05b67c03aca495c2b6fcd074043728f0d2d35,ab24e9d886f9bb7e,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12419_step_3,swebench,code_swe,sympy__sympy-12419,3,7,lg_7660e1d2f650f396,9c87eb85df2acf9732b42036eee05b67c03aca495c2b6fcd074043728f0d2d35,ab24e9d886f9bb7e,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12419_step_4,swebench,code_swe,sympy__sympy-12419,4,7,lg_7660e1d2f650f396,9c87eb85df2acf9732b42036eee05b67c03aca495c2b6fcd074043728f0d2d35,ab24e9d886f9bb7e,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12419_step_5,swebench,code_swe,sympy__sympy-12419,5,7,lg_7660e1d2f650f396,9c87eb85df2acf9732b42036eee05b67c03aca495c2b6fcd074043728f0d2d35,ab24e9d886f9bb7e,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12419_step_6,swebench,code_swe,sympy__sympy-12419,6,7,lg_7660e1d2f650f396,9c87eb85df2acf9732b42036eee05b67c03aca495c2b6fcd074043728f0d2d35,ab24e9d886f9bb7e,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12419_step_7,swebench,code_swe,sympy__sympy-12419,7,7,lg_7660e1d2f650f396,9c87eb85df2acf9732b42036eee05b67c03aca495c2b6fcd074043728f0d2d35,ab24e9d886f9bb7e,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12481_step_1,swebench,code_swe,sympy__sympy-12481,1,9,lg_7119f9398825b2d0,268ff3c4ab412950345a78f215c7959e6da84730401ef6a9cd6a109050da05e3,15ead2056b86466c,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12481_step_2,swebench,code_swe,sympy__sympy-12481,2,9,lg_7119f9398825b2d0,268ff3c4ab412950345a78f215c7959e6da84730401ef6a9cd6a109050da05e3,15ead2056b86466c,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12481_step_3,swebench,code_swe,sympy__sympy-12481,3,9,lg_7119f9398825b2d0,268ff3c4ab412950345a78f215c7959e6da84730401ef6a9cd6a109050da05e3,15ead2056b86466c,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12481_step_4,swebench,code_swe,sympy__sympy-12481,4,9,lg_7119f9398825b2d0,268ff3c4ab412950345a78f215c7959e6da84730401ef6a9cd6a109050da05e3,15ead2056b86466c,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12481_step_5,swebench,code_swe,sympy__sympy-12481,5,9,lg_7119f9398825b2d0,268ff3c4ab412950345a78f215c7959e6da84730401ef6a9cd6a109050da05e3,15ead2056b86466c,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12481_step_6,swebench,code_swe,sympy__sympy-12481,6,9,lg_7119f9398825b2d0,268ff3c4ab412950345a78f215c7959e6da84730401ef6a9cd6a109050da05e3,15ead2056b86466c,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12481_step_7,swebench,code_swe,sympy__sympy-12481,7,9,lg_7119f9398825b2d0,268ff3c4ab412950345a78f215c7959e6da84730401ef6a9cd6a109050da05e3,15ead2056b86466c,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12481_step_8,swebench,code_swe,sympy__sympy-12481,8,9,lg_7119f9398825b2d0,268ff3c4ab412950345a78f215c7959e6da84730401ef6a9cd6a109050da05e3,15ead2056b86466c,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-12481_step_9,swebench,code_swe,sympy__sympy-12481,9,9,lg_7119f9398825b2d0,268ff3c4ab412950345a78f215c7959e6da84730401ef6a9cd6a109050da05e3,15ead2056b86466c,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10435_step_1,swebench,code_swe,sphinx-doc__sphinx-10435,1,9,lg_aeede2153f0dc7ef,ff665ce71fbe1d21dcaac1dc7fefa43d3d907d71fb705930384aacb144465da0,23988f712a096a47,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10435_step_2,swebench,code_swe,sphinx-doc__sphinx-10435,2,9,lg_aeede2153f0dc7ef,ff665ce71fbe1d21dcaac1dc7fefa43d3d907d71fb705930384aacb144465da0,23988f712a096a47,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10435_step_3,swebench,code_swe,sphinx-doc__sphinx-10435,3,9,lg_aeede2153f0dc7ef,ff665ce71fbe1d21dcaac1dc7fefa43d3d907d71fb705930384aacb144465da0,23988f712a096a47,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10435_step_4,swebench,code_swe,sphinx-doc__sphinx-10435,4,9,lg_aeede2153f0dc7ef,ff665ce71fbe1d21dcaac1dc7fefa43d3d907d71fb705930384aacb144465da0,23988f712a096a47,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10435_step_5,swebench,code_swe,sphinx-doc__sphinx-10435,5,9,lg_aeede2153f0dc7ef,ff665ce71fbe1d21dcaac1dc7fefa43d3d907d71fb705930384aacb144465da0,23988f712a096a47,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10435_step_6,swebench,code_swe,sphinx-doc__sphinx-10435,6,9,lg_aeede2153f0dc7ef,ff665ce71fbe1d21dcaac1dc7fefa43d3d907d71fb705930384aacb144465da0,23988f712a096a47,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10435_step_7,swebench,code_swe,sphinx-doc__sphinx-10435,7,9,lg_aeede2153f0dc7ef,ff665ce71fbe1d21dcaac1dc7fefa43d3d907d71fb705930384aacb144465da0,23988f712a096a47,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10435_step_8,swebench,code_swe,sphinx-doc__sphinx-10435,8,9,lg_aeede2153f0dc7ef,ff665ce71fbe1d21dcaac1dc7fefa43d3d907d71fb705930384aacb144465da0,23988f712a096a47,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10435_step_9,swebench,code_swe,sphinx-doc__sphinx-10435,9,9,lg_aeede2153f0dc7ef,ff665ce71fbe1d21dcaac1dc7fefa43d3d907d71fb705930384aacb144465da0,23988f712a096a47,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10449_step_1,swebench,code_swe,sphinx-doc__sphinx-10449,1,9,lg_ae0744046a5a33e1,9fc84b1657a76a745dbb1ed1077c1694ebad6685b0e589fe97084d141afd986d,58b3f2fd9f6ae3e9,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10449_step_2,swebench,code_swe,sphinx-doc__sphinx-10449,2,9,lg_ae0744046a5a33e1,9fc84b1657a76a745dbb1ed1077c1694ebad6685b0e589fe97084d141afd986d,58b3f2fd9f6ae3e9,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10449_step_3,swebench,code_swe,sphinx-doc__sphinx-10449,3,9,lg_ae0744046a5a33e1,9fc84b1657a76a745dbb1ed1077c1694ebad6685b0e589fe97084d141afd986d,58b3f2fd9f6ae3e9,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10449_step_4,swebench,code_swe,sphinx-doc__sphinx-10449,4,9,lg_ae0744046a5a33e1,9fc84b1657a76a745dbb1ed1077c1694ebad6685b0e589fe97084d141afd986d,58b3f2fd9f6ae3e9,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10449_step_5,swebench,code_swe,sphinx-doc__sphinx-10449,5,9,lg_ae0744046a5a33e1,9fc84b1657a76a745dbb1ed1077c1694ebad6685b0e589fe97084d141afd986d,58b3f2fd9f6ae3e9,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10449_step_6,swebench,code_swe,sphinx-doc__sphinx-10449,6,9,lg_ae0744046a5a33e1,9fc84b1657a76a745dbb1ed1077c1694ebad6685b0e589fe97084d141afd986d,58b3f2fd9f6ae3e9,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10449_step_7,swebench,code_swe,sphinx-doc__sphinx-10449,7,9,lg_ae0744046a5a33e1,9fc84b1657a76a745dbb1ed1077c1694ebad6685b0e589fe97084d141afd986d,58b3f2fd9f6ae3e9,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10449_step_8,swebench,code_swe,sphinx-doc__sphinx-10449,8,9,lg_ae0744046a5a33e1,9fc84b1657a76a745dbb1ed1077c1694ebad6685b0e589fe97084d141afd986d,58b3f2fd9f6ae3e9,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10449_step_9,swebench,code_swe,sphinx-doc__sphinx-10449,9,9,lg_ae0744046a5a33e1,9fc84b1657a76a745dbb1ed1077c1694ebad6685b0e589fe97084d141afd986d,58b3f2fd9f6ae3e9,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_matplotlib__matplotlib-14623_step_1,swebench,code_swe,matplotlib__matplotlib-14623,1,11,lg_25932ca825bd7ab6,a5176f519dedc38fa101d3a88fe9ab028fdbca83a1edb0dd00465bb904bf3f78,5522ffcd3ca8b48e,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_matplotlib__matplotlib-14623_step_2,swebench,code_swe,matplotlib__matplotlib-14623,2,11,lg_25932ca825bd7ab6,a5176f519dedc38fa101d3a88fe9ab028fdbca83a1edb0dd00465bb904bf3f78,5522ffcd3ca8b48e,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_matplotlib__matplotlib-14623_step_3,swebench,code_swe,matplotlib__matplotlib-14623,3,11,lg_25932ca825bd7ab6,a5176f519dedc38fa101d3a88fe9ab028fdbca83a1edb0dd00465bb904bf3f78,5522ffcd3ca8b48e,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_matplotlib__matplotlib-14623_step_4,swebench,code_swe,matplotlib__matplotlib-14623,4,11,lg_25932ca825bd7ab6,a5176f519dedc38fa101d3a88fe9ab028fdbca83a1edb0dd00465bb904bf3f78,5522ffcd3ca8b48e,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_matplotlib__matplotlib-14623_step_5,swebench,code_swe,matplotlib__matplotlib-14623,5,11,lg_25932ca825bd7ab6,a5176f519dedc38fa101d3a88fe9ab028fdbca83a1edb0dd00465bb904bf3f78,5522ffcd3ca8b48e,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_matplotlib__matplotlib-14623_step_6,swebench,code_swe,matplotlib__matplotlib-14623,6,11,lg_25932ca825bd7ab6,a5176f519dedc38fa101d3a88fe9ab028fdbca83a1edb0dd00465bb904bf3f78,5522ffcd3ca8b48e,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_matplotlib__matplotlib-14623_step_7,swebench,code_swe,matplotlib__matplotlib-14623,7,11,lg_25932ca825bd7ab6,a5176f519dedc38fa101d3a88fe9ab028fdbca83a1edb0dd00465bb904bf3f78,5522ffcd3ca8b48e,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_matplotlib__matplotlib-14623_step_8,swebench,code_swe,matplotlib__matplotlib-14623,8,11,lg_25932ca825bd7ab6,a5176f519dedc38fa101d3a88fe9ab028fdbca83a1edb0dd00465bb904bf3f78,5522ffcd3ca8b48e,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_matplotlib__matplotlib-14623_step_9,swebench,code_swe,matplotlib__matplotlib-14623,9,11,lg_25932ca825bd7ab6,a5176f519dedc38fa101d3a88fe9ab028fdbca83a1edb0dd00465bb904bf3f78,5522ffcd3ca8b48e,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_matplotlib__matplotlib-14623_step_10,swebench,code_swe,matplotlib__matplotlib-14623,10,11,lg_25932ca825bd7ab6,a5176f519dedc38fa101d3a88fe9ab028fdbca83a1edb0dd00465bb904bf3f78,5522ffcd3ca8b48e,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_matplotlib__matplotlib-14623_step_11,swebench,code_swe,matplotlib__matplotlib-14623,11,11,lg_25932ca825bd7ab6,a5176f519dedc38fa101d3a88fe9ab028fdbca83a1edb0dd00465bb904bf3f78,5522ffcd3ca8b48e,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_matplotlib__matplotlib-20488_step_1,swebench,code_swe,matplotlib__matplotlib-20488,1,6,lg_8ebad8ae3e33ff3a,f64d43fae9f0fd83fc050922c3786c4020102778eee6136aca77b4e2c8104c37,324c82d3cea8e4d8,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_matplotlib__matplotlib-20488_step_2,swebench,code_swe,matplotlib__matplotlib-20488,2,6,lg_8ebad8ae3e33ff3a,f64d43fae9f0fd83fc050922c3786c4020102778eee6136aca77b4e2c8104c37,324c82d3cea8e4d8,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_matplotlib__matplotlib-20488_step_3,swebench,code_swe,matplotlib__matplotlib-20488,3,6,lg_8ebad8ae3e33ff3a,f64d43fae9f0fd83fc050922c3786c4020102778eee6136aca77b4e2c8104c37,324c82d3cea8e4d8,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_matplotlib__matplotlib-20488_step_4,swebench,code_swe,matplotlib__matplotlib-20488,4,6,lg_8ebad8ae3e33ff3a,f64d43fae9f0fd83fc050922c3786c4020102778eee6136aca77b4e2c8104c37,324c82d3cea8e4d8,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_matplotlib__matplotlib-20488_step_5,swebench,code_swe,matplotlib__matplotlib-20488,5,6,lg_8ebad8ae3e33ff3a,f64d43fae9f0fd83fc050922c3786c4020102778eee6136aca77b4e2c8104c37,324c82d3cea8e4d8,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_matplotlib__matplotlib-20488_step_6,swebench,code_swe,matplotlib__matplotlib-20488,6,6,lg_8ebad8ae3e33ff3a,f64d43fae9f0fd83fc050922c3786c4020102778eee6136aca77b4e2c8104c37,324c82d3cea8e4d8,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_astropy__astropy-13033_step_1,swebench,code_swe,astropy__astropy-13033,1,7,lg_70daba531152a745,37362157f10dbe88e8c768139e0501b2424a5c452281c259d5991000997a3793,ad16b394657d75a7,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_astropy__astropy-13033_step_2,swebench,code_swe,astropy__astropy-13033,2,7,lg_70daba531152a745,37362157f10dbe88e8c768139e0501b2424a5c452281c259d5991000997a3793,ad16b394657d75a7,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_astropy__astropy-13033_step_3,swebench,code_swe,astropy__astropy-13033,3,7,lg_70daba531152a745,37362157f10dbe88e8c768139e0501b2424a5c452281c259d5991000997a3793,ad16b394657d75a7,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_astropy__astropy-13033_step_4,swebench,code_swe,astropy__astropy-13033,4,7,lg_70daba531152a745,37362157f10dbe88e8c768139e0501b2424a5c452281c259d5991000997a3793,ad16b394657d75a7,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_astropy__astropy-13033_step_5,swebench,code_swe,astropy__astropy-13033,5,7,lg_70daba531152a745,37362157f10dbe88e8c768139e0501b2424a5c452281c259d5991000997a3793,ad16b394657d75a7,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_astropy__astropy-13033_step_6,swebench,code_swe,astropy__astropy-13033,6,7,lg_70daba531152a745,37362157f10dbe88e8c768139e0501b2424a5c452281c259d5991000997a3793,ad16b394657d75a7,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_astropy__astropy-13033_step_7,swebench,code_swe,astropy__astropy-13033,7,7,lg_70daba531152a745,37362157f10dbe88e8c768139e0501b2424a5c452281c259d5991000997a3793,ad16b394657d75a7,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_pydata__xarray-3095_step_1,swebench,code_swe,pydata__xarray-3095,1,10,lg_34f0fea95cd81995,4a86618a2459630151b8dda3607f9cb6be91d7e9d8b64f4db14b1de545862ab8,d001e6e9c96f557e,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_pydata__xarray-3095_step_2,swebench,code_swe,pydata__xarray-3095,2,10,lg_34f0fea95cd81995,4a86618a2459630151b8dda3607f9cb6be91d7e9d8b64f4db14b1de545862ab8,d001e6e9c96f557e,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_pydata__xarray-3095_step_3,swebench,code_swe,pydata__xarray-3095,3,10,lg_34f0fea95cd81995,4a86618a2459630151b8dda3607f9cb6be91d7e9d8b64f4db14b1de545862ab8,d001e6e9c96f557e,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_pydata__xarray-3095_step_4,swebench,code_swe,pydata__xarray-3095,4,10,lg_34f0fea95cd81995,4a86618a2459630151b8dda3607f9cb6be91d7e9d8b64f4db14b1de545862ab8,d001e6e9c96f557e,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_pydata__xarray-3095_step_5,swebench,code_swe,pydata__xarray-3095,5,10,lg_34f0fea95cd81995,4a86618a2459630151b8dda3607f9cb6be91d7e9d8b64f4db14b1de545862ab8,d001e6e9c96f557e,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_pydata__xarray-3095_step_6,swebench,code_swe,pydata__xarray-3095,6,10,lg_34f0fea95cd81995,4a86618a2459630151b8dda3607f9cb6be91d7e9d8b64f4db14b1de545862ab8,d001e6e9c96f557e,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_pydata__xarray-3095_step_7,swebench,code_swe,pydata__xarray-3095,7,10,lg_34f0fea95cd81995,4a86618a2459630151b8dda3607f9cb6be91d7e9d8b64f4db14b1de545862ab8,d001e6e9c96f557e,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_pydata__xarray-3095_step_8,swebench,code_swe,pydata__xarray-3095,8,10,lg_34f0fea95cd81995,4a86618a2459630151b8dda3607f9cb6be91d7e9d8b64f4db14b1de545862ab8,d001e6e9c96f557e,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_pydata__xarray-3095_step_9,swebench,code_swe,pydata__xarray-3095,9,10,lg_34f0fea95cd81995,4a86618a2459630151b8dda3607f9cb6be91d7e9d8b64f4db14b1de545862ab8,d001e6e9c96f557e,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_pydata__xarray-3095_step_10,swebench,code_swe,pydata__xarray-3095,10,10,lg_34f0fea95cd81995,4a86618a2459630151b8dda3607f9cb6be91d7e9d8b64f4db14b1de545862ab8,d001e6e9c96f557e,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_scikit-learn__scikit-learn-10844_step_1,swebench,code_swe,scikit-learn__scikit-learn-10844,1,6,lg_697ed098305011e5,531877e5dc10c7c54ea80d46f3ec4818c80ecd894dd7b8ead632a7b5d3190c35,69b860f5723810ac,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_scikit-learn__scikit-learn-10844_step_2,swebench,code_swe,scikit-learn__scikit-learn-10844,2,6,lg_697ed098305011e5,531877e5dc10c7c54ea80d46f3ec4818c80ecd894dd7b8ead632a7b5d3190c35,69b860f5723810ac,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_scikit-learn__scikit-learn-10844_step_3,swebench,code_swe,scikit-learn__scikit-learn-10844,3,6,lg_697ed098305011e5,531877e5dc10c7c54ea80d46f3ec4818c80ecd894dd7b8ead632a7b5d3190c35,69b860f5723810ac,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_scikit-learn__scikit-learn-10844_step_4,swebench,code_swe,scikit-learn__scikit-learn-10844,4,6,lg_697ed098305011e5,531877e5dc10c7c54ea80d46f3ec4818c80ecd894dd7b8ead632a7b5d3190c35,69b860f5723810ac,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_scikit-learn__scikit-learn-10844_step_5,swebench,code_swe,scikit-learn__scikit-learn-10844,5,6,lg_697ed098305011e5,531877e5dc10c7c54ea80d46f3ec4818c80ecd894dd7b8ead632a7b5d3190c35,69b860f5723810ac,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
