context_id,benchmark,scenario,instance_id,step_index,quality_threshold,target_tier,target_tier_id,oracle_difficulty,selected_tier,selected_model_id,predicted_sufficiency,conservative_quality,current_call_cost,expected_total_cost,always_high_cost,expected_savings_vs_always_high,fallback_tier,decision_reason,alternatives_json,oracle_only,analysis_scope
bfcl_multi_turn_long_context_183_step_3,bfcl,bfcl_tool_use_multi_turn,multi_turn_long_context_183,3,0.8,low,0,0.0,low,demo-economy,1.0,1.0,0.0002836,0.00029360000000000003,0.0125132,0.0122196,mid,selected the lowest expected-total-cost tier among 4 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0002836,""eligible"":true,""expected_total_cost"":0.00029360000000000003,""model_id"":""demo-economy"",""predicted_sufficiency"":1.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0011186,""eligible"":true,""expected_total_cost"":0.0011286,""model_id"":""demo-value"",""predicted_sufficiency"":1.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0039356,""eligible"":true,""expected_total_cost"":0.0039456,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0125032,""eligible"":true,""expected_total_cost"":0.0125132,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,main
bfcl_multi_turn_long_context_183_step_4,bfcl,bfcl_tool_use_multi_turn,multi_turn_long_context_183,4,0.8,low,0,0.0,low,demo-economy,1.0,1.0,0.0003098,0.0003198,0.0133516,0.0130318,mid,selected the lowest expected-total-cost tier among 4 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0003098,""eligible"":true,""expected_total_cost"":0.0003198,""model_id"":""demo-economy"",""predicted_sufficiency"":1.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0012102999999999999,""eligible"":true,""expected_total_cost"":0.0012203,""model_id"":""demo-value"",""predicted_sufficiency"":1.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0042238,""eligible"":true,""expected_total_cost"":0.004233799999999999,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0133416,""eligible"":true,""expected_total_cost"":0.0133516,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,main
bfcl_multi_turn_long_context_183_step_5,bfcl,bfcl_tool_use_multi_turn,multi_turn_long_context_183,5,0.8,low,0,0.0,low,demo-economy,1.0,1.0,0.00035039999999999995,0.0003604,0.014650799999999999,0.014290399999999998,mid,selected the lowest expected-total-cost tier among 4 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.00035039999999999995,""eligible"":true,""expected_total_cost"":0.0003604,""model_id"":""demo-economy"",""predicted_sufficiency"":1.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0013524000000000001,""eligible"":true,""expected_total_cost"":0.0013624000000000002,""model_id"":""demo-value"",""predicted_sufficiency"":1.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0046704,""eligible"":true,""expected_total_cost"":0.0046803999999999995,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.014640799999999999,""eligible"":true,""expected_total_cost"":0.014650799999999999,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,main
bfcl_multi_turn_long_context_183_step_6,bfcl,bfcl_tool_use_multi_turn,multi_turn_long_context_183,6,0.8,low,0,0.0,low,demo-economy,1.0,1.0,0.00037440000000000005,0.0003844000000000001,0.0154188,0.0150344,mid,selected the lowest expected-total-cost tier among 4 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.00037440000000000005,""eligible"":true,""expected_total_cost"":0.0003844000000000001,""model_id"":""demo-economy"",""predicted_sufficiency"":1.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0014364,""eligible"":true,""expected_total_cost"":0.0014464,""model_id"":""demo-value"",""predicted_sufficiency"":1.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.004934399999999999,""eligible"":true,""expected_total_cost"":0.004944399999999999,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0154088,""eligible"":true,""expected_total_cost"":0.0154188,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,main
bfcl_multi_turn_long_context_186_step_1,bfcl,bfcl_tool_use_multi_turn,multi_turn_long_context_186,1,0.8,low,0,0.0,low,demo-economy,1.0,1.0,0.00010520000000000001,0.00011520000000000001,0.0068043999999999995,0.006689199999999999,mid,selected the lowest expected-total-cost tier among 4 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.00010520000000000001,""eligible"":true,""expected_total_cost"":0.00011520000000000001,""model_id"":""demo-economy"",""predicted_sufficiency"":1.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0004942000000000001,""eligible"":true,""expected_total_cost"":0.0005042000000000001,""model_id"":""demo-value"",""predicted_sufficiency"":1.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0019732,""eligible"":true,""expected_total_cost"":0.0019832,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0067944,""eligible"":true,""expected_total_cost"":0.0068043999999999995,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,main
bfcl_multi_turn_long_context_186_step_2,bfcl,bfcl_tool_use_multi_turn,multi_turn_long_context_186,2,0.8,low,0,0.0,low,demo-economy,1.0,1.0,0.0001762,0.0001862,0.0090764,0.008890200000000001,mid,selected the lowest expected-total-cost tier among 4 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0001762,""eligible"":true,""expected_total_cost"":0.0001862,""model_id"":""demo-economy"",""predicted_sufficiency"":1.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0007427,""eligible"":true,""expected_total_cost"":0.0007527,""model_id"":""demo-value"",""predicted_sufficiency"":1.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0027541999999999996,""eligible"":true,""expected_total_cost"":0.0027641999999999996,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0090664,""eligible"":true,""expected_total_cost"":0.0090764,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,main
bfcl_multi_turn_long_context_186_step_3,bfcl,bfcl_tool_use_multi_turn,multi_turn_long_context_186,3,0.8,low,0,0.0,low,demo-economy,1.0,1.0,0.0002901,0.00030010000000000003,0.0127212,0.012421100000000001,mid,selected the lowest expected-total-cost tier among 4 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0002901,""eligible"":true,""expected_total_cost"":0.00030010000000000003,""model_id"":""demo-economy"",""predicted_sufficiency"":1.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.00114135,""eligible"":true,""expected_total_cost"":0.00115135,""model_id"":""demo-value"",""predicted_sufficiency"":1.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0040071,""eligible"":true,""expected_total_cost"":0.0040171,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0127112,""eligible"":true,""expected_total_cost"":0.0127212,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,main
bfcl_multi_turn_long_context_186_step_4,bfcl,bfcl_tool_use_multi_turn,multi_turn_long_context_186,4,0.8,low,0,0.0,low,demo-economy,1.0,1.0,0.0003233,0.0003333,0.0137836,0.0134503,mid,selected the lowest expected-total-cost tier among 4 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0003233,""eligible"":true,""expected_total_cost"":0.0003333,""model_id"":""demo-economy"",""predicted_sufficiency"":1.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0012575499999999999,""eligible"":true,""expected_total_cost"":0.0012675499999999999,""model_id"":""demo-value"",""predicted_sufficiency"":1.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0043723,""eligible"":true,""expected_total_cost"":0.0043822999999999996,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0137736,""eligible"":true,""expected_total_cost"":0.0137836,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,main
bfcl_multi_turn_long_context_186_step_5,bfcl,bfcl_tool_use_multi_turn,multi_turn_long_context_186,5,0.8,low,0,0.0,low,demo-economy,1.0,1.0,0.0003772,0.00038720000000000003,0.015508399999999999,0.015121199999999998,mid,selected the lowest expected-total-cost tier among 4 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0003772,""eligible"":true,""expected_total_cost"":0.00038720000000000003,""model_id"":""demo-economy"",""predicted_sufficiency"":1.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0014462000000000001,""eligible"":true,""expected_total_cost"":0.0014562000000000002,""model_id"":""demo-value"",""predicted_sufficiency"":1.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0049652,""eligible"":true,""expected_total_cost"":0.0049752,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.015498399999999999,""eligible"":true,""expected_total_cost"":0.015508399999999999,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,main
bfcl_multi_turn_long_context_186_step_6,bfcl,bfcl_tool_use_multi_turn,multi_turn_long_context_186,6,0.8,low,0,0.0,low,demo-economy,1.0,1.0,0.00041470000000000005,0.0004247000000000001,0.0167084,0.0162837,mid,selected the lowest expected-total-cost tier among 4 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.00041470000000000005,""eligible"":true,""expected_total_cost"":0.0004247000000000001,""model_id"":""demo-economy"",""predicted_sufficiency"":1.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0015774499999999998,""eligible"":true,""expected_total_cost"":0.0015874499999999998,""model_id"":""demo-value"",""predicted_sufficiency"":1.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.005377700000000001,""eligible"":true,""expected_total_cost"":0.0053877000000000005,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.016698400000000002,""eligible"":true,""expected_total_cost"":0.0167084,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,main
bfcl_multi_turn_long_context_1_step_1,bfcl,bfcl_tool_use_multi_turn,multi_turn_long_context_1,1,0.8,low,0,0.0,low,demo-economy,1.0,1.0,0.00010120000000000001,0.0001112,0.006676399999999999,0.006565199999999999,mid,selected the lowest expected-total-cost tier among 4 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.00010120000000000001,""eligible"":true,""expected_total_cost"":0.0001112,""model_id"":""demo-economy"",""predicted_sufficiency"":1.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.00048020000000000007,""eligible"":true,""expected_total_cost"":0.0004902000000000001,""model_id"":""demo-value"",""predicted_sufficiency"":1.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0019292,""eligible"":true,""expected_total_cost"":0.0019392,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.006666399999999999,""eligible"":true,""expected_total_cost"":0.006676399999999999,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,main
bfcl_multi_turn_long_context_1_step_2,bfcl,bfcl_tool_use_multi_turn,multi_turn_long_context_1,2,0.8,low,0,0.0,low,demo-economy,1.0,1.0,0.0001155,0.00012550000000000001,0.007134,0.0070085,mid,selected the lowest expected-total-cost tier among 4 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0001155,""eligible"":true,""expected_total_cost"":0.00012550000000000001,""model_id"":""demo-economy"",""predicted_sufficiency"":1.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.00053025,""eligible"":true,""expected_total_cost"":0.00054025,""model_id"":""demo-value"",""predicted_sufficiency"":1.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0020865,""eligible"":true,""expected_total_cost"":0.0020965,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.007124,""eligible"":true,""expected_total_cost"":0.007134,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,main
bfcl_multi_turn_long_context_1_step_3,bfcl,bfcl_tool_use_multi_turn,multi_turn_long_context_1,3,0.8,low,0,0.0,low,demo-economy,1.0,1.0,0.0001347,0.0001447,0.007748399999999999,0.007603699999999999,mid,selected the lowest expected-total-cost tier among 4 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0001347,""eligible"":true,""expected_total_cost"":0.0001447,""model_id"":""demo-economy"",""predicted_sufficiency"":1.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.00059745,""eligible"":true,""expected_total_cost"":0.00060745,""model_id"":""demo-value"",""predicted_sufficiency"":1.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0022976999999999997,""eligible"":true,""expected_total_cost"":0.0023076999999999998,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0077383999999999994,""eligible"":true,""expected_total_cost"":0.007748399999999999,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,main
bfcl_multi_turn_long_context_1_step_4,bfcl,bfcl_tool_use_multi_turn,multi_turn_long_context_1,4,0.8,low,0,0.0,low,demo-economy,1.0,1.0,0.0001572,0.0001672,0.0084684,0.0083012,mid,selected the lowest expected-total-cost tier among 4 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0001572,""eligible"":true,""expected_total_cost"":0.0001672,""model_id"":""demo-economy"",""predicted_sufficiency"":1.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0006762000000000001,""eligible"":true,""expected_total_cost"":0.0006862000000000001,""model_id"":""demo-value"",""predicted_sufficiency"":1.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0025451999999999996,""eligible"":true,""expected_total_cost"":0.0025551999999999997,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0084584,""eligible"":true,""expected_total_cost"":0.0084684,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,main
bfcl_multi_turn_long_context_12_step_1,bfcl,bfcl_tool_use_multi_turn,multi_turn_long_context_12,1,0.8,low,0,0.0,low,demo-economy,1.0,1.0,0.000101,0.000111,0.00667,0.006559,mid,selected the lowest expected-total-cost tier among 4 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.000101,""eligible"":true,""expected_total_cost"":0.000111,""model_id"":""demo-economy"",""predicted_sufficiency"":1.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.00047950000000000005,""eligible"":true,""expected_total_cost"":0.0004895,""model_id"":""demo-value"",""predicted_sufficiency"":1.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.001927,""eligible"":true,""expected_total_cost"":0.001937,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.00666,""eligible"":true,""expected_total_cost"":0.00667,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,main
bfcl_multi_turn_long_context_12_step_2,bfcl,bfcl_tool_use_multi_turn,multi_turn_long_context_12,2,0.8,low,0,0.0,low,demo-economy,1.0,1.0,0.00018010000000000001,0.0001901,0.0092012,0.0090111,mid,selected the lowest expected-total-cost tier among 4 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.00018010000000000001,""eligible"":true,""expected_total_cost"":0.0001901,""model_id"":""demo-economy"",""predicted_sufficiency"":1.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.00075635,""eligible"":true,""expected_total_cost"":0.0007663500000000001,""model_id"":""demo-value"",""predicted_sufficiency"":1.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0027971,""eligible"":true,""expected_total_cost"":0.0028071,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0091912,""eligible"":true,""expected_total_cost"":0.0092012,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,main
bfcl_multi_turn_long_context_12_step_3,bfcl,bfcl_tool_use_multi_turn,multi_turn_long_context_12,3,0.8,low,0,0.0,low,demo-economy,1.0,1.0,0.0001947,0.0002047,0.009668399999999999,0.009463699999999999,mid,selected the lowest expected-total-cost tier among 4 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0001947,""eligible"":true,""expected_total_cost"":0.0002047,""model_id"":""demo-economy"",""predicted_sufficiency"":1.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.00080745,""eligible"":true,""expected_total_cost"":0.0008174500000000001,""model_id"":""demo-value"",""predicted_sufficiency"":1.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0029576999999999997,""eligible"":true,""expected_total_cost"":0.0029676999999999998,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0096584,""eligible"":true,""expected_total_cost"":0.009668399999999999,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,main
bfcl_multi_turn_long_context_14_step_1,bfcl,bfcl_tool_use_multi_turn,multi_turn_long_context_14,1,0.8,low,0,0.0,low,demo-economy,1.0,1.0,9.99e-05,0.0001099,0.0066348,0.0065249,mid,selected the lowest expected-total-cost tier among 4 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":9.99e-05,""eligible"":true,""expected_total_cost"":0.0001099,""model_id"":""demo-economy"",""predicted_sufficiency"":1.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.00047565000000000004,""eligible"":true,""expected_total_cost"":0.00048565000000000007,""model_id"":""demo-value"",""predicted_sufficiency"":1.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0019149000000000002,""eligible"":true,""expected_total_cost"":0.0019249000000000002,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0066248,""eligible"":true,""expected_total_cost"":0.0066348,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,main
bfcl_multi_turn_long_context_14_step_2,bfcl,bfcl_tool_use_multi_turn,multi_turn_long_context_14,2,0.8,low,0,0.0,low,demo-economy,1.0,1.0,0.00011590000000000001,0.00012590000000000002,0.0071468,0.0070209,mid,selected the lowest expected-total-cost tier among 4 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.00011590000000000001,""eligible"":true,""expected_total_cost"":0.00012590000000000002,""model_id"":""demo-economy"",""predicted_sufficiency"":1.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.00053165,""eligible"":true,""expected_total_cost"":0.0005416500000000001,""model_id"":""demo-value"",""predicted_sufficiency"":1.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0020909,""eligible"":true,""expected_total_cost"":0.0021009,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0071368000000000004,""eligible"":true,""expected_total_cost"":0.0071468,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,main
bfcl_multi_turn_long_context_14_step_3,bfcl,bfcl_tool_use_multi_turn,multi_turn_long_context_14,3,0.8,low,0,0.0,low,demo-economy,1.0,1.0,0.0001422,0.00015219999999999999,0.0079884,0.0078362,mid,selected the lowest expected-total-cost tier among 4 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0001422,""eligible"":true,""expected_total_cost"":0.00015219999999999999,""model_id"":""demo-economy"",""predicted_sufficiency"":1.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0006237,""eligible"":true,""expected_total_cost"":0.0006337000000000001,""model_id"":""demo-value"",""predicted_sufficiency"":1.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0023802,""eligible"":true,""expected_total_cost"":0.0023902,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0079784,""eligible"":true,""expected_total_cost"":0.0079884,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,main
bfcl_multi_turn_long_context_14_step_4,bfcl,bfcl_tool_use_multi_turn,multi_turn_long_context_14,4,0.8,low,0,0.0,low,demo-economy,1.0,1.0,0.00016769999999999998,0.00017769999999999998,0.008804399999999999,0.0086267,mid,selected the lowest expected-total-cost tier among 4 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.00016769999999999998,""eligible"":true,""expected_total_cost"":0.00017769999999999998,""model_id"":""demo-economy"",""predicted_sufficiency"":1.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0007129500000000001,""eligible"":true,""expected_total_cost"":0.0007229500000000001,""model_id"":""demo-value"",""predicted_sufficiency"":1.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0026607,""eligible"":true,""expected_total_cost"":0.0026707,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.008794399999999999,""eligible"":true,""expected_total_cost"":0.008804399999999999,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,main
bfcl_multi_turn_long_context_15_step_1,bfcl,bfcl_tool_use_multi_turn,multi_turn_long_context_15,1,0.8,low,0,0.0,low,demo-economy,1.0,1.0,0.0001026,0.0001126,0.006721199999999999,0.006608599999999999,mid,selected the lowest expected-total-cost tier among 4 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0001026,""eligible"":true,""expected_total_cost"":0.0001126,""model_id"":""demo-economy"",""predicted_sufficiency"":1.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0004851000000000001,""eligible"":true,""expected_total_cost"":0.0004951,""model_id"":""demo-value"",""predicted_sufficiency"":1.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0019445999999999999,""eligible"":true,""expected_total_cost"":0.0019546,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0067112,""eligible"":true,""expected_total_cost"":0.006721199999999999,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,main
